pl_name,hostname,pl_letter,disc_year,discoverymethod,disc_facility,disc_locale,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmasse,pl_bmassprov,pl_radj,pl_rade,pl_dens,pl_eqt,pl_insol,pl_trandep,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_vsin,st_spectype,sy_snum,sy_pnum,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,tran_flag,rv_flag,ttv_flag,ima_flag,pl_controv_flag
HD 114783 b,HD 114783,b,2001,Radial Velocity,W. M. Keck Observatory,Ground,198.1818436,-2.2649921,313.66815,60.16222,493.70000000000,1.1600000000,0.144000,110.00000,1.10000000,349.60000000,Msini,1.23000000,13.70000000,0.747000,,,,,31.90000,5135.00,0.840622,0.853000,0.2100,4.525599,-0.37250,6.0000,2.025864,0.9000,K0,1,2,21.06280000,7.5600000,5.4750000,7.3178300,0,1,0,0,0
HD 148156 b,HD 148156,b,2009,Radial Velocity,La Silla Observatory,Ground,247.0723035,-46.3175085,337.02287,1.70153,1027.00000000000,2.4500000000,0.520000,,0.85000000,270.14400000,Msini,1.24000000,13.90000000,0.553000,,,,,17.50000,6308.00,1.210000,1.220000,0.2900,4.560000,0.25042,,0.730631,5.7300,G0/2 V,1,1,57.12890000,7.6900000,6.3970000,7.5550800,0,1,0,0,0
HD 12661 c,HD 12661,c,2002,Radial Velocity,Multiple Observatories,Ground,31.1423525,25.4135632,143.06278,-34.58321,1708.00000000000,2.8145000000,0.031000,136.00000,2.83000000,899.45439181,Mass,1.18000000,13.20000000,2.150000,,,,,30.41000,5748.00,1.110000,1.020000,0.3600,4.316128,0.06300,6.3900,0.788420,1.3000,K0,1,2,37.84780000,7.4300000,5.8610000,7.2474600,0,1,0,0,0
HIP 14810 c,HIP 14810,c,2006,Radial Velocity,W. M. Keck Observatory,Ground,47.8092750,21.0971302,161.55108,-31.09476,147.74700000000,0.5490000000,0.156600,,1.31000000,416.35730000,Msini,1.22000000,13.60000000,0.910000,,,,,50.91000,5544.00,1.070000,1.010000,0.2400,4.320000,-0.01000,5.8400,1.277783,0.5400,G5,1,3,50.48000000,8.5200010,6.8280000,8.3330700,0,1,0,0,0
HIP 14810 b,HIP 14810,b,2005,Radial Velocity,W. M. Keck Observatory,Ground,47.8092750,21.0971302,161.55108,-31.09476,6.67389200000,0.0696000000,0.143990,,3.90000000,1239.53700000,Msini,1.16000000,13.00000000,3.100000,,,,,423.34000,5544.00,1.070000,1.010000,0.2400,4.320000,-0.01000,5.8400,1.277783,0.5400,G5,1,3,50.48000000,8.5200010,6.8280000,8.3330700,0,1,0,0,0
GJ 876 d,GJ 876,d,2005,Radial Velocity,W. M. Keck Observatory,Ground,343.3239737,-14.2665958,52.00313,-59.63511,1.93778000000,0.0208066500,0.207000,59.00000,0.02100000,6.83000000,Mass,0.22400000,2.51000000,2.370000,,,,,6.56000,3293.74,0.300000,0.320000,0.2129,4.871770,-1.90658,1.0000,10.865574,0.1600,M2.5V,1,4,4.67517000,10.1600000,5.0100000,8.8753000,0,1,0,0,0
GJ 876 e,GJ 876,e,2010,Radial Velocity,W. M. Keck Observatory,Ground,343.3239737,-14.2665958,52.00313,-59.63511,124.26000000000,0.3343000000,0.055000,59.00000,0.04600000,14.60000000,Mass,0.35000000,3.92000000,1.330000,,,,,3.42000,3293.74,0.300000,0.320000,0.2129,4.871770,-1.90658,1.0000,10.865574,0.1600,M2.5V,1,4,4.67517000,10.1600000,5.0100000,8.8753000,0,1,0,0,0
gam1 Leo b,gam1 Leo,b,2009,Radial Velocity,Bohyunsan Optical Astronomical Observatory,Ground,154.9932080,19.8413890,216.55184,54.65237,428.50000000000,1.1900000000,0.144000,,8.78000000,2790.43000000,Msini,1.12000000,12.50000000,7.850000,,,,,208.30000,4330.00,31.880000,1.230000,-0.5100,1.590000,2.51000,2.4120,,2.7000,K1 IIIb Fe-0.5,2,1,39.88830000,1.9950900,-0.8060000,,0,1,0,0,0
HD 156411 b,HD 156411,b,2009,Radial Velocity,La Silla Observatory,Ground,259.9639522,-48.5502313,340.79031,-6.46352,842.20000000000,1.8800000000,0.220000,,0.74000000,235.18000000,Msini,1.25000000,14.00000000,0.471000,,,,,14.00000,5900.00,2.160000,1.250000,-0.1200,4.070000,0.73100,4.2800,0.119794,3.3000,F8 IV/V,1,1,56.86550000,6.6700000,5.1700000,6.5121000,0,1,0,0,0
HD 8535 b,HD 8535,b,2010,Radial Velocity,La Silla Observatory,Ground,20.9054804,-41.2701007,279.92015,-74.38858,1313.00000000000,2.4500000000,0.150000,,0.68000000,216.12440000,Msini,1.25000000,14.00000000,0.433000,,,,,11.80000,6136.00,1.190000,1.130000,0.0600,4.460000,0.33266,,0.809380,1.4100,G0 V,2,1,55.44010000,7.7000000,6.3540000,7.5606600,0,1,0,0,0
HD 37605 c,HD 37605,c,2012,Radial Velocity,Multiple Observatories,Ground,85.0074276,6.0595116,199.10550,-12.89566,2720.00000000000,3.7400000000,0.030000,,3.19000000,1013.87770000,Msini,1.17000000,13.10000000,2.480000,,,,,48.51000,5329.00,0.910000,0.940000,0.2700,4.511000,-0.22000,5.6500,1.367928,1.0000,K0,1,2,46.78640000,8.6700000,6.8150000,8.4619200,0,1,0,0,0
HD 1605 c,HD 1605,c,2015,Radial Velocity,Multiple Observatories,Ground,5.1317548,30.9750611,115.16670,-31.43019,2149.00000000000,3.5840000000,0.099000,,3.62000000,1150.54460000,Msini,1.16000000,13.00000000,2.880000,,,,,47.47000,4915.00,3.490000,1.330000,0.2200,3.400000,0.81000,4.3600,,0.5400,K1 IV,1,2,88.80470000,7.5200000,5.2720000,7.2568800,0,1,0,0,0
BD+20 2457 b,BD+20 2457,b,2009,Radial Velocity,McDonald Observatory,Ground,154.1867820,19.8912626,216.04472,53.95226,379.63000000000,1.4500000000,0.150000,,21.42000000,6807.63000000,Msini,1.08000000,12.10000000,21.100000,,,,,322.35000,4137.00,49.000000,2.800000,-1.0000,1.510000,3.17000,,,2.5000,K2 II,1,2,1539.71000000,9.7430000,6.4200000,9.2268400,0,1,0,0,0
HD 240210 b,HD 240210,b,2009,Radial Velocity,McDonald Observatory,Ground,347.6219227,57.0294818,109.49387,-3.18494,501.75000000000,1.1600000000,0.150000,,5.21000000,1655.82000000,Msini,1.14000000,12.80000000,4.340000,,,,,161.89000,4297.00,25.456816,0.820000,-0.1800,2.310000,1.55000,5.0850,,1.0000,K3 III,1,1,372.40500000,8.2700010,4.3880000,7.6447600,0,1,0,0,0
CoRoT-17 b,CoRoT-17,b,2011,Transit,CoRoT,Space,278.6992360,-6.6122880,25.15299,0.66631,3.76810000000,0.0461000000,0.000000,88.34000,2.43000000,772.29000000,Mass,1.02000000,11.43000000,2.820000,1626.00,,0.44000000,4.7200100,312.40000,5740.00,1.590000,1.040000,0.0000,4.400000,0.13421,10.7000,0.320000,4.5000,G2 V,1,1,1176.12000000,16.2900000,12.4720000,15.4368000,1,1,0,0,0
HD 132563 b,HD 132563,b,2011,Radial Velocity,Roque de los Muchachos Observatory,Ground,224.5892892,44.0428571,74.89413,59.44282,1544.00000000000,2.6200000000,0.220000,,1.49000000,473.54700000,Msini,1.21000000,13.60000000,1.030000,,,,,26.70000,6289.00,1.295770,1.231000,-0.0600,4.303270,0.37408,2.3100,0.797692,,F8,3,1,105.15500000,8.9280010,7.4310000,8.8582100,0,1,0,0,0
HD 55696 b,HD 55696,b,2018,Radial Velocity,W. M. Keck Observatory,Ground,108.0622029,-38.1746390,249.58590,-12.61400,1827.00000000000,3.1800000000,0.705000,57.00000,4.27000000,1357.12729789,Mass,1.16000000,12.90000000,3.470000,,,,,76.70000,6012.00,1.520000,1.290000,0.3700,4.150000,0.43000,2.6400,0.324701,7.0000,G0 V,1,1,77.96930000,7.9500000,6.5910000,7.8113500,0,1,0,0,0
HD 148164 b,HD 148164,b,2018,Radial Velocity,W. M. Keck Observatory,Ground,246.4351678,11.9190729,27.05066,37.67784,328.55000000000,0.9930000000,0.587000,,1.23000000,390.93090000,Msini,1.22000000,13.70000000,0.835000,,,,,39.60000,6032.00,1.340000,1.210000,0.2400,4.158100,0.33000,2.4100,0.506536,4.0000,F8,1,2,77.19710000,8.2300000,6.9060000,8.0907000,0,1,0,0,0
24 Sex c,24 Sex,c,2010,Radial Velocity,Lick Observatory,Ground,155.8684866,-0.9023998,245.08569,44.71580,883.00000000000,2.0800000000,0.290000,,0.86000000,273.32000000,Msini,1.24000000,13.90000000,0.559000,,,,,14.50000,5098.00,4.900000,1.540000,-0.0300,3.500000,1.16400,2.7000,,2.7700,K0 IV,1,2,72.06910000,6.4535000,4.2850000,6.2037400,0,1,0,0,0
HD 192310 c,HD 192310,c,2011,Radial Velocity,La Silla Observatory,Ground,303.8284712,-27.0337556,15.62553,-29.40279,525.80000000000,1.1800000000,0.320000,90.00000,0.07600000,24.00000000,Msin(i)/sin(i),0.46900000,5.25000000,0.911000,185.00,,,,2.27000,5166.00,0.857922,0.800000,-0.0400,4.510000,-0.41454,7.8100,2.145699,3.0000,K3V,1,2,8.79687000,5.7300000,3.5010000,5.4766100,0,1,0,0,0
HD 22781 b,HD 22781,b,2011,Radial Velocity,Haute-Provence Observatory,Ground,55.2065581,31.8258855,160.07235,-18.56736,528.07000000000,1.1670000000,0.819100,,13.65000000,4338.20000000,Msini,1.10000000,12.30000000,12.800000,,,,,726.40000,5027.00,0.743475,0.750000,-0.3700,4.600000,-0.47556,4.8000,2.830353,1.7300,K1,1,1,32.60340000,8.7800000,6.6070000,8.5244500,0,1,0,0,0
HD 68988 b,HD 68988,b,2001,Radial Velocity,Multiple Observatories,Ground,124.5935429,61.4608518,155.26292,33.91958,6.27711000000,0.0700000000,0.120000,83.00000,1.97000000,626.12510000,Msini,1.20000000,13.40000000,1.430000,,,,,184.70000,5932.00,1.190000,1.280000,0.3500,4.400000,0.22184,6.0000,0.771193,2.8400,G2 V,1,2,60.84470000,8.2000000,6.7430000,8.0461100,0,1,0,0,0
HD 148164 c,HD 148164,c,2018,Radial Velocity,W. M. Keck Observatory,Ground,246.4351678,11.9190729,27.05066,37.67784,5062.00000000000,6.1500000000,0.125000,,5.16000000,1640.00280000,Msini,1.15000000,12.80000000,4.300000,,,,,54.28000,6032.00,1.340000,1.210000,0.2400,4.158100,0.33000,2.4100,0.506536,4.0000,F8,1,2,77.19710000,8.2300000,6.9060000,8.0907000,0,1,0,0,0
HD 29985 b,HD 29985,b,2022,Radial Velocity,Multiple Observatories,Ground,70.5216589,-33.9210696,235.69993,-40.50413,20608.14049000000,13.3900000000,0.261000,52.65800,5.47300000,1739.47487151,Mass,1.14000000,12.80000000,4.560000,,,,,40.31800,4678.00,0.574666,0.750000,-0.2200,4.794300,-0.84623,,5.571591,,,1,1,31.27070000,9.9800000,6.9720000,9.4722700,0,1,0,0,0
HD 3167 c,HD 3167,c,2016,Transit,K2,Space,8.7401487,4.3807215,115.11108,-58.24060,29.84540000000,0.1776000000,0.060000,89.30000,0.03501890,11.13000000,Mass,0.26764253,3.00000000,2.110000,564.00,16.9000,0.09460000,4.8690000,2.58000,5261.00,0.880000,0.837000,0.0400,4.530000,-0.27003,7.8000,1.817266,2.4100,K0 V,1,4,47.28990000,8.9700000,7.0660000,8.7622100,1,1,0,0,0
HD 90156 b,HD 90156,b,2009,Radial Velocity,La Silla Observatory,Ground,155.9801144,-29.6451030,268.37226,23.15232,49.77000000000,0.2500000000,0.310000,,0.05700000,17.98000000,Msini,0.39500000,4.43000000,1.140000,,,,,3.69000,5599.00,0.920286,0.840000,-0.2400,4.480000,-0.14267,4.4000,1.956134,0.0000,G5V,1,1,21.94960000,6.9200000,5.2450000,6.7395100,0,1,0,0,0
HD 45350 b,HD 45350,b,2004,Radial Velocity,W. M. Keck Observatory,Ground,97.1902262,38.9627315,175.38806,12.61321,963.60000000000,1.9200000000,0.778000,,1.79000000,568.89000000,Msini,1.20000000,13.50000000,1.270000,,,,,58.00000,5566.00,1.264420,0.980000,0.2300,4.225510,0.14065,8.0000,0.683465,1.4000,G5 V,1,1,46.87330000,7.8900000,6.2240000,7.7000000,0,1,0,0,0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,b,2011,Microlensing,MOA,Ground,267.0081250,-35.0054111,355.06999,-3.58099,2800.00000000000,3.2000000000,,,0.03270000,10.40000000,Mass,0.28600000,3.21000000,1.730000,,,,,,,,0.560000,,,,,,,,1,1,3040.00000000,,,,0,0,0,0,0
Kepler-595 c,Kepler-595,c,2020,Transit,Kepler,Space,294.5703593,50.6730147,83.21827,13.78271,12.38602000000,0.0983000000,0.000000,89.01000,0.01038291,3.30000000,Mass,0.09001695,1.00900000,6.900000,679.00,50.2300,0.01513000,2.6040000,,5138.50,0.821000,0.930000,0.4060,4.540000,-0.34768,2.7000,2.608410,,,1,2,643.00900000,15.0670000,12.8620000,14.7628000,1,0,0,0,0
Kepler-595 b,Kepler-595,b,2016,Transit,Kepler,Space,294.5703593,50.6730147,83.21827,13.78271,25.30290920000,0.1582000000,0.000000,89.95000,0.05474625,17.40000000,Mass,0.33080560,3.70800000,1.230000,535.00,17.3820,0.21057000,4.5204000,,5138.50,0.821000,0.930000,0.4060,4.540000,-0.34768,2.7000,2.608410,,,1,2,643.00900000,15.0670000,12.8620000,14.7628000,1,0,1,0,0
HD 177830 c,HD 177830,c,2010,Radial Velocity,W. M. Keck Observatory,Ground,286.3363574,25.9204327,57.68396,8.67193,110.90000000000,0.5137000000,0.300000,,0.15000000,47.67250000,Msini,0.70200000,7.87000000,0.537000,,,,,5.10000,4949.00,2.620000,1.470000,0.5450,3.650000,0.68502,4.4000,,0.6800,K0,2,2,62.76740000,7.1800000,4.8090000,6.8866000,0,1,0,0,0
ups And c,ups And,c,1999,Radial Velocity,Multiple Observatories,Ground,24.1983534,41.4038147,132.00045,-20.66791,241.25800000000,0.8277740000,0.259600,,13.98000000,4443.24112986,Mass,1.10000000,12.30000000,13.100000,,,,,68.14000,6156.77,1.560000,1.300000,0.1014,4.125176,0.52541,5.0000,0.369930,9.2000,F8 V,2,3,13.40540000,4.0956500,2.8590000,3.9868700,0,1,0,0,0
OGLE-TR-111 b,OGLE-TR-111,b,2004,Transit,OGLE,Ground,163.3241150,-61.4056976,289.27912,-1.70579,4.01444630000,0.0473000000,0.000000,88.30000,0.55000000,174.79900000,Mass,1.01900000,11.42197100,0.650000,1019.00,,1.68700000,2.6797000,78.00000,5040.00,0.830000,0.820000,0.1900,4.536000,-0.33862,8.8000,2.140000,1.0000,K2 V,1,1,1068.33000000,16.7070000,14.1120000,16.5277000,1,1,0,0,0
HD 192310 b,HD 192310,b,2011,Radial Velocity,La Silla Observatory,Ground,303.8284712,-27.0337556,15.62553,-29.40279,74.72000000000,0.3200000000,0.130000,90.00000,0.05320000,16.90000000,Msin(i)/sin(i),0.38100000,4.27000000,1.190000,355.00,,,,3.00000,5166.00,0.857922,0.800000,-0.0400,4.510000,-0.41454,7.8100,2.145699,3.0000,K3V,1,2,8.79687000,5.7300000,3.5010000,5.4766100,0,1,0,0,0
PSR B1257+12 b,PSR B1257+12,b,1994,Pulsar Timing,Arecibo Observatory,Ground,195.0149029,12.6823534,311.30973,75.41367,25.26200000000,0.1900000000,0.000000,50.00000,0.00006293,0.02000000,Mass,0.03020000,0.33800000,2.850000,,,,,,,,1.400000,,,,3.0000,,,,1,3,600.00000000,,,,0,0,0,0,0
PSR B1257+12 d,PSR B1257+12,d,1992,Pulsar Timing,Arecibo Observatory,Ground,195.0149029,12.6823534,311.30973,75.41367,98.21140000000,0.4600000000,0.026400,47.00000,0.01227071,3.90000000,Mass,0.16100000,1.80000000,3.670000,,,,,,,,1.400000,,,,3.0000,,,,1,3,600.00000000,,,,0,0,0,0,0
ups And d,ups And,d,1999,Radial Velocity,Multiple Observatories,Ground,24.1983534,41.4038147,132.00045,-20.66791,1276.46000000000,2.5132900000,0.298700,,10.25000000,3257.74117175,Mass,1.11000000,12.50000000,9.170000,,,,,56.26000,6156.77,1.560000,1.300000,0.1014,4.125176,0.52541,5.0000,0.369930,9.2000,F8 V,2,3,13.40540000,4.0956500,2.8590000,3.9868700,0,1,0,0,0
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,b,2008,Microlensing,MOA,Ground,272.0158250,-27.1500750,4.03089,-3.38766,,0.6200000000,,,0.01000000,3.30000000,Mass,0.14600000,1.63000000,4.190000,,,,,,,,0.060000,,,,,,,,1,1,1000.00000000,,,,0,0,0,0,0
CoRoT-18 b,CoRoT-18,b,2011,Transit,CoRoT,Space,98.1724172,-0.0316045,210.81910,-4.18491,1.90006930000,0.0295000000,0.080000,86.50000,3.47000000,1102.82000000,Mass,1.31000000,14.68000000,2.200000,1550.00,823.7009,2.57170086,2.3870000,590.00000,5440.00,1.000000,0.950000,-0.1000,4.400000,-0.17000,0.6000,1.350000,8.0000,G9 V,1,1,764.88900000,14.8680000,13.0140000,14.8009000,1,1,0,0,0
Kepler-45 b,Kepler-45,b,2011,Transit,Kepler,Space,292.8729292,41.0641727,73.88709,10.53637,2.45523900000,0.0300000000,0.110000,87.00000,0.50500000,160.49700000,Mass,0.96000000,10.76000000,0.800000,1000.00,68.3700,3.20400000,1.7272200,110.00000,3820.00,0.550000,0.590000,0.2800,4.700000,-1.27572,0.5000,4.000000,,M,1,1,381.94900000,16.7440000,12.8920000,15.9804000,1,1,0,0,0
WASP-23 b,WASP-23,b,2010,Transit,SuperWASP,Ground,101.1275033,-42.7622296,251.92684,-19.22886,2.94442560000,0.0376000000,0.062000,88.39000,0.88400000,280.95000000,Mass,0.96200000,10.78300000,1.170000,1076.55,317.4314,1.69100000,2.3942400,147.40000,5150.00,0.765000,0.780000,-0.0500,4.400000,-0.37679,6.2000,1.840000,2.2000,,1,1,207.49000000,12.5390000,10.4500000,12.3208000,1,1,0,0,0
HD 107148 b,HD 107148,b,2005,Radial Velocity,W. M. Keck Observatory,Ground,184.8059773,-3.3199927,287.37149,58.57514,48.05600000000,0.2690000000,0.050000,,0.21000000,66.74100000,Msini,0.85600000,9.60000000,0.415000,,,,,10.90000,5797.00,1.169193,1.120000,0.3140,4.446000,0.12081,5.6000,0.931548,0.7300,G5 V,2,2,49.41560000,8.0100000,6.4740000,7.8511100,0,1,0,0,0
SWEEPS-11 b,SWEEPS-11,b,2006,Transit,Hubble Space Telescope,Space,269.7583333,-29.1981944,1.26678,-2.65616,1.79600000000,0.0300000000,,,9.70000000,3082.82000000,Mass,1.13000000,12.66600000,8.340000,,,0.60000000,,,,1.450000,1.100000,,,,,,,,1,1,8500.00000000,19.8300000,,,1,1,0,0,0
OGLE-TR-211 b,OGLE-TR-211,b,2007,Transit,OGLE,Ground,160.0598236,-62.4555353,288.39931,-3.34519,3.67724000000,0.0510000000,0.000000,87.20000,1.03000000,327.35100000,Mass,1.36000000,15.24400000,0.420000,1686.00,,0.72300000,4.4112000,82.00000,6325.00,1.640000,1.330000,0.1100,4.220000,0.26657,2.6000,0.486000,,,1,1,1515.26000000,15.3640000,13.3790000,15.0702000,1,1,0,0,0
Lupus-TR-3 b,Lupus-TR-3,b,2007,Transit,Multiple Observatories,Ground,232.5774696,-42.9799461,331.36717,10.95094,3.91405000000,0.0464000000,0.000000,88.30000,0.81000000,257.43100000,Mass,0.89000000,9.97600000,1.400000,,,,,,5000.00,0.820000,0.870000,,4.500000,-1.46393,,11.199378,,,1,1,773.40900000,19.6202000,15.0680000,18.7650000,1,1,0,0,0
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,b,2005,Microlensing,OGLE,Ground,268.5799580,-30.3773056,359.73255,-2.36161,3285.00000000000,2.6000000000,,,0.01700000,5.50000000,Mass,0.19700000,2.21000000,2.800000,50.00,,,,,,,0.220000,,,,,,,,1,1,6600.00000000,,,,0,0,0,0,0
HN Peg b,HN Peg,b,2006,Imaging,Spitzer Space Telescope,Space,326.1315705,14.7714524,69.85975,-28.27039,,773.0000000000,,,21.99870000,6991.57000000,Mass,1.05066000,11.77680000,23.500000,,,,,,6186.00,1.006954,1.080000,-0.0360,4.480000,0.06024,0.3000,1.475383,10.0000,G0 V,1,1,18.11860000,5.9770700,4.5590000,5.8236300,0,0,0,1,0
HD 102365 b,HD 102365,b,2010,Radial Velocity,Anglo-Australian Telescope,Ground,176.6208003,-40.4986211,289.79179,20.70994,122.10000000000,0.4600000000,0.340000,,0.05000000,16.00000000,Msini,0.36900000,4.14000000,1.240000,,,,,2.30000,5630.00,0.951380,0.850000,-0.2600,4.570000,-0.05665,9.0000,1.653585,0.7000,G3/5V,2,1,9.28940000,4.8900000,3.4890000,4.7110700,0,1,0,0,0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,b,2010,Microlensing,MOA,Ground,268.4616250,-33.9903333,356.55645,-4.09632,1980.00000000000,1.8000000000,,52.00000,2.60000000,830.00000000,Mass,1.18000000,13.20000000,1.980000,,,,,,,,0.190000,,,,,,,,1,1,5690.00000000,,,,0,0,0,0,0
GJ 674 b,GJ 674,b,2007,Radial Velocity,La Silla Observatory,Ground,262.1700476,-46.8989826,343.00208,-6.78174,4.69380000000,0.0390000000,0.200000,,0.03500000,11.09000000,Msini,0.29700000,3.33000000,1.650000,,,,,8.70000,3600.00,0.364630,0.350000,-0.2800,4.859780,-1.79600,0.5500,10.210033,1.0000,M2.5,1,1,4.54896000,9.3800000,4.8550000,8.3306300,0,1,0,0,0
CoRoT-11 b,CoRoT-11,b,2010,Transit,CoRoT,Space,280.6872998,5.9376586,37.24009,4.63005,2.99433000000,0.0436000000,0.000000,83.17000,2.33000000,740.51000000,Mass,1.43000000,16.03000000,0.990000,1657.00,1890.6490,1.14490000,2.5009000,280.00000,6440.00,1.370000,1.270000,-0.0300,4.220000,0.37753,2.0000,0.690000,40.0000,F6 V,1,1,655.03700000,12.8970000,11.2480000,12.8410000,1,1,0,0,0
HD 69830 c,HD 69830,c,2006,Radial Velocity,La Silla Observatory,Ground,124.6010091,-12.6364246,234.56776,12.82251,31.56000000000,0.1860000000,0.130000,,0.03710000,11.80000000,Msini,0.30900000,3.46000000,1.570000,,,,,2.66000,5385.00,0.886947,0.860000,-0.0500,4.490299,-0.22000,7.0000,1.829997,1.1000,K0V,1,3,12.55910000,5.9600400,4.1650000,5.7539200,0,1,0,0,0
2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,2010,Imaging,Hubble Space Telescope,Space,70.4371079,23.0308544,176.51065,-15.11435,,15.0000000000,,,7.50000000,2383.60000000,Mass,1.13000000,12.60000000,6.550000,,,,,,2936.00,0.231916,0.019000,,5.011810,-2.44363,0.0010,22.781101,,M8.5,1,1,120.42398696,,13.1610000,18.9668000,0,0,0,1,0
GJ 3634 b,GJ 3634,b,2010,Radial Velocity,La Silla Observatory,Ground,164.6433493,-31.1443383,276.22112,25.80850,2.64561000000,0.0287000000,0.080000,59.00000,0.02600000,8.40000000,Mass,0.25300000,2.83000000,2.040000,,,,,5.59000,3517.00,0.430000,0.450000,,4.776360,-1.69900,5.0000,6.740478,1.0000,M2.5,1,1,20.37790000,11.9380000,7.4700000,10.9233000,0,1,0,0,0
CoRoT-13 b,CoRoT-13,b,2010,Transit,CoRoT,Space,102.7211432,-5.0864557,217.39860,-2.43966,4.03519000000,0.0510000000,0.000000,88.02000,1.30800000,415.70400000,Mass,0.88500000,9.92000000,2.340000,1700.00,546.5339,1.18504723,3.1400000,157.80000,5945.00,1.010000,1.090000,0.0100,4.460000,0.07314,1.6350,1.468000,4.0000,G0 V,1,1,1148.93000000,15.0050000,13.3760000,14.9147000,1,1,0,0,0
OGLE-TR-10 b,OGLE-TR-10,b,2004,Transit,OGLE,Ground,267.8677483,-29.8764758,359.85149,-1.57666,3.10127800000,0.0434000000,0.000000,90.00000,0.62000000,197.04600000,Mass,1.25000000,14.01100000,0.400000,1702.00,,1.21000000,3.0720000,80.00000,5950.00,1.170000,1.140000,0.2800,4.358000,0.18800,3.1000,0.509000,7.7000,G2 V,1,1,1344.97000000,16.0060000,12.8560000,15.6845000,1,1,0,0,0
HD 27442 b,HD 27442,b,2000,Radial Velocity,Anglo-Australian Telescope,Ground,64.1205476,-59.3028771,270.20525,-42.56321,428.10000000000,1.2710000000,0.060000,,1.56000000,495.80000000,Msini,1.21000000,13.50000000,1.110000,,,,,32.20000,4846.00,3.180000,1.230000,0.4200,3.783000,0.85090,10.0000,,2.8000,K1/2III,2,1,18.27040000,4.4400000,1.7450000,4.1453200,0,1,0,0,0
HD 69830 d,HD 69830,d,2006,Radial Velocity,La Silla Observatory,Ground,124.6010091,-12.6364246,234.56776,12.82251,197.00000000000,0.6300000000,0.070000,,0.05700000,18.10000000,Msini,0.39700000,4.45000000,1.130000,,,,,2.20000,5385.00,0.886947,0.860000,-0.0500,4.490299,-0.22000,7.0000,1.829997,1.1000,K0V,1,3,12.55910000,5.9600400,4.1650000,5.7539200,0,1,0,0,0
GJ 3021 b,GJ 3021,b,2000,Radial Velocity,La Silla Observatory,Ground,4.0634323,-79.8514218,304.86901,-37.14415,133.71000000000,0.4900000000,0.511000,,3.37000000,1071.04000000,Msini,1.17000000,13.10000000,2.620000,350.00,,,,167.00000,5540.00,0.900000,0.900000,0.1000,4.700000,-0.18000,0.3700,2.009397,5.5000,G6 V,2,1,17.55590000,6.5900000,4.8590000,6.3972900,0,1,0,0,0
HD 221416 b,HD 221416,b,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,353.0331863,-21.8012007,45.07267,-71.20906,14.27670000000,0.1228000000,0.115000,85.75000,0.19000000,60.50000000,Mass,0.83600000,9.17000000,0.431000,789.15,91.6542,0.08279264,8.6972718,14.10000,5080.00,2.943000,1.212000,-0.0800,3.584000,0.71181,4.9000,0.067020,2.8000,K0 IV/V,1,1,95.54830000,8.1500000,6.0430000,7.9077600,1,1,0,0,0
CoRoT-8 b,CoRoT-8,b,2010,Transit,CoRoT,Space,291.5885696,1.4262972,38.21286,-7.10426,6.21229000000,0.0630000000,0.000000,88.40000,0.22000000,69.92000000,Mass,0.57000000,6.39000000,1.600000,870.00,,0.65100000,2.7400000,26.00000,5080.00,0.770000,0.880000,0.3000,4.580000,-0.40000,3.0000,2.700000,2.0000,K1 V,1,1,322.03700000,14.7920000,11.4630000,14.2195000,1,1,0,0,0
